surface,surface_index,support_point_indices,K_lift_index,canonical_chart,canonical_chart_support_position,x_fixed_frame_coefficients,y_fixed_frame_coefficients,tangent_fixed_frame_coefficients,boundary_section_labels,delta0_mod_31,delta1_mod_31,delta_inverse0_mod_31,delta_inverse1_mod_31,residue_row_on_1_epsilon
Z_2,2,"[17, 15, 10, 0]",78,C0001,61,"[15, 26, 7, 9]","[23, 3, 2, 29]","[1, 1, 3, 0]","[1, 4]",1,22,1,9,"[22, 1]"
Z_2,2,"[17, 16, 35, 8]",79,C0000,55,"[15, 26, 7, 9]","[23, 3, 2, 29]","[1, 1, 3, 0]","[1, 4]",4,24,8,14,"[24, 4]"
Z_2,2,"[17, 17, 34, 0]",80,C0001,63,"[15, 26, 7, 9]","[23, 3, 2, 29]","[1, 1, 3, 0]","[1, 4]",9,20,7,12,"[20, 9]"
Z_3,3,"[3, 0, 0, 28]",0,C0110,0,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",25,18,5,15,"[18, 25]"
Z_3,3,"[3, 1, 7, 28]",1,C0000,0,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",8,21,4,5,"[21, 8]"
Z_3,3,"[3, 2, 8, 28]",2,C0000,1,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",14,11,20,2,"[11, 14]"
Z_3,3,"[3, 7, 16, 35]",3,C0000,2,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",4,8,8,15,"[8, 4]"
Z_3,3,"[3, 8, 17, 29]",4,C0000,3,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",20,26,14,19,"[26, 20]"
Z_3,3,"[3, 14, 1, 35]",5,C0000,4,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",14,20,20,29,"[20, 14]"
Z_3,3,"[3, 15, 2, 29]",6,C0000,5,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",9,4,7,21,"[4, 9]"
Z_3,3,"[3, 16, 15, 35]",7,C0000,6,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",7,3,9,5,"[3, 7]"
Z_3,3,"[3, 17, 14, 29]",8,C0000,7,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",7,17,9,18,"[17, 7]"
Z_3,3,"[4, 0, 8, 9]",9,C0100,8,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",5,15,25,18,"[15, 5]"
Z_3,3,"[4, 1, 0, 9]",10,C0010,8,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",10,1,28,22,"[1, 10]"
Z_3,3,"[4, 2, 7, 9]",11,C0000,8,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",7,30,9,19,"[30, 7]"
Z_3,3,"[4, 7, 1, 5]",12,C0000,9,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",5,16,25,13,"[16, 5]"
Z_3,3,"[4, 8, 14, 33]",13,C0000,10,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",18,26,19,7,"[26, 18]"
Z_3,3,"[4, 14, 15, 5]",14,C0000,11,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",18,21,19,14,"[21, 18]"
Z_3,3,"[4, 15, 17, 33]",15,C0000,12,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",16,27,2,16,"[27, 16]"
Z_3,3,"[4, 16, 16, 5]",16,C0000,13,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",28,25,10,11,"[25, 28]"
Z_3,3,"[4, 17, 2, 33]",17,C0000,14,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",1,28,1,3,"[28, 1]"
Z_3,3,"[11, 0, 7, 34]",18,C0100,16,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",28,27,10,28,"[27, 28]"
Z_3,3,"[11, 1, 8, 34]",19,C0000,15,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",10,30,28,9,"[30, 10]"
Z_3,3,"[11, 2, 0, 34]",20,C0010,17,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",5,16,25,13,"[16, 5]"
Z_3,3,"[11, 7, 15, 6]",21,C0000,16,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",5,11,25,7,"[11, 5]"
Z_3,3,"[11, 8, 2, 10]",22,C0000,17,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",8,7,4,12,"[7, 8]"
Z_3,3,"[11, 14, 16, 6]",23,C0000,18,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",25,19,5,21,"[19, 25]"
Z_3,3,"[11, 15, 14, 10]",24,C0000,19,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",20,22,14,28,"[22, 20]"
Z_3,3,"[11, 16, 1, 6]",25,C0000,20,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",10,1,28,22,"[1, 10]"
Z_3,3,"[11, 17, 17, 10]",26,C0000,21,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",4,30,8,2,"[30, 4]"
Z_3,3,"[20, 0, 0, 35]",27,C0110,27,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",10,1,28,22,"[1, 10]"
Z_3,3,"[20, 1, 7, 35]",28,C0000,22,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",28,27,10,28,"[27, 28]"
Z_3,3,"[20, 2, 8, 35]",29,C0000,23,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",18,23,19,5,"[23, 18]"
Z_3,3,"[20, 7, 16, 29]",30,C0000,24,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",8,16,4,23,"[16, 8]"
Z_3,3,"[20, 8, 17, 28]",31,C0000,25,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",14,12,20,5,"[12, 14]"
Z_3,3,"[20, 14, 1, 29]",32,C0000,26,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",28,9,10,30,"[9, 28]"
Z_3,3,"[20, 15, 2, 28]",33,C0000,27,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",28,9,10,30,"[9, 28]"
Z_3,3,"[20, 16, 15, 29]",34,C0000,28,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",14,6,20,18,"[6, 14]"
Z_3,3,"[20, 17, 14, 28]",35,C0000,29,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",8,15,4,8,"[15, 8]"
Z_3,3,"[21, 0, 8, 33]",36,C0100,32,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",16,17,2,25,"[17, 16]"
Z_3,3,"[21, 1, 0, 33]",37,C0010,32,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",1,28,1,3,"[28, 1]"
Z_3,3,"[21, 2, 7, 33]",38,C0000,30,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",10,3,28,4,"[3, 10]"
Z_3,3,"[21, 7, 1, 9]",39,C0000,31,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",14,20,20,29,"[20, 14]"
Z_3,3,"[21, 8, 14, 5]",40,C0000,32,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",5,21,25,19,"[21, 5]"
Z_3,3,"[21, 14, 15, 9]",41,C0000,33,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",7,3,9,5,"[3, 7]"
Z_3,3,"[21, 15, 17, 5]",42,C0000,34,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",1,23,1,8,"[23, 1]"
Z_3,3,"[21, 16, 16, 9]",43,C0000,35,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",4,8,8,15,"[8, 4]"
Z_3,3,"[21, 17, 2, 5]",44,C0000,36,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",2,25,16,17,"[25, 2]"
Z_3,3,"[22, 0, 8, 5]",45,C0100,40,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",2,6,16,14,"[6, 2]"
Z_3,3,"[22, 1, 0, 5]",46,C0010,40,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",4,19,8,24,"[19, 4]"
Z_3,3,"[22, 2, 7, 5]",47,C0000,37,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",9,12,7,1,"[12, 9]"
Z_3,3,"[22, 7, 1, 33]",48,C0000,38,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",9,4,7,21,"[4, 9]"
Z_3,3,"[22, 8, 14, 9]",49,C0000,39,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",28,6,10,20,"[6, 28]"
Z_3,3,"[22, 14, 15, 33]",50,C0000,40,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",20,13,14,25,"[13, 20]"
Z_3,3,"[22, 15, 17, 9]",51,C0000,41,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",18,11,19,28,"[11, 18]"
Z_3,3,"[22, 16, 16, 33]",52,C0000,42,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",7,14,9,13,"[14, 7]"
Z_3,3,"[22, 17, 2, 9]",53,C0000,43,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",5,16,25,13,"[16, 5]"
Z_3,3,"[23, 0, 0, 29]",54,C0110,54,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",9,4,7,21,"[4, 9]"
Z_3,3,"[23, 1, 7, 29]",55,C0000,44,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",19,15,18,7,"[15, 19]"
Z_3,3,"[23, 2, 8, 29]",56,C0000,45,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",10,30,28,9,"[30, 10]"
Z_3,3,"[23, 7, 16, 28]",57,C0000,46,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",5,10,25,12,"[10, 5]"
Z_3,3,"[23, 8, 17, 35]",58,C0000,47,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",5,22,25,14,"[22, 5]"
Z_3,3,"[23, 14, 1, 28]",59,C0000,48,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",2,25,16,17,"[25, 2]"
Z_3,3,"[23, 15, 2, 35]",60,C0000,49,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",10,1,28,22,"[1, 10]"
Z_3,3,"[23, 16, 15, 28]",61,C0000,50,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",1,27,1,4,"[27, 1]"
Z_3,3,"[23, 17, 14, 35]",62,C0000,51,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",25,12,5,10,"[12, 25]"
Z_3,3,"[24, 0, 7, 10]",63,C0100,56,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",9,12,7,1,"[12, 9]"
Z_3,3,"[24, 1, 8, 10]",64,C0000,52,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",1,3,1,28,"[3, 1]"
Z_3,3,"[24, 2, 0, 10]",65,C0010,57,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",16,14,2,6,"[14, 16]"
Z_3,3,"[24, 7, 15, 34]",66,C0000,53,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",7,3,9,5,"[3, 7]"
Z_3,3,"[24, 8, 2, 6]",67,C0000,54,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",8,7,4,12,"[7, 8]"
Z_3,3,"[24, 14, 16, 34]",68,C0000,55,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",4,8,8,15,"[8, 4]"
Z_3,3,"[24, 15, 14, 6]",69,C0000,56,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",20,22,14,28,"[22, 20]"
Z_3,3,"[24, 16, 1, 34]",70,C0000,57,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",14,20,20,29,"[20, 14]"
Z_3,3,"[24, 17, 17, 6]",71,C0000,58,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",4,30,8,2,"[30, 4]"
Z_3,3,"[25, 0, 7, 6]",72,C0100,64,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",10,3,28,4,"[3, 10]"
Z_3,3,"[25, 1, 8, 6]",73,C0000,59,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",8,24,4,19,"[24, 8]"
Z_3,3,"[25, 2, 0, 6]",74,C0010,65,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",4,19,8,24,"[19, 4]"
Z_3,3,"[25, 7, 15, 10]",75,C0000,60,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",18,21,19,14,"[21, 18]"
Z_3,3,"[25, 8, 2, 34]",76,C0000,61,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",9,4,7,21,"[4, 9]"
Z_3,3,"[25, 14, 16, 10]",77,C0000,62,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",28,25,10,11,"[25, 28]"
Z_3,3,"[25, 15, 14, 34]",78,C0000,63,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",7,17,9,18,"[17, 7]"
Z_3,3,"[25, 16, 1, 10]",79,C0000,64,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",5,16,25,13,"[16, 5]"
Z_3,3,"[25, 17, 17, 34]",80,C0000,65,"[1, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[2, 5]",20,26,14,19,"[26, 20]"
Z_4,4,"[0, 3, 30, 18]",0,C1000,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,14,21,26,"[14, 3]"
Z_4,4,"[0, 4, 18, 32]",1,C1000,1,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",6,27,26,7,"[27, 6]"
Z_4,4,"[0, 11, 12, 19]",2,C1000,2,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",17,26,11,16,"[26, 17]"
Z_4,4,"[0, 20, 13, 18]",3,C1000,3,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",22,27,24,10,"[27, 22]"
Z_4,4,"[0, 21, 32, 32]",4,C1000,4,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,19,21,22,"[19, 3]"
Z_4,4,"[0, 22, 19, 32]",5,C1000,5,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",23,30,27,16,"[30, 23]"
Z_4,4,"[0, 23, 27, 18]",6,C1000,6,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",22,18,24,17,"[18, 22]"
Z_4,4,"[0, 24, 26, 19]",7,C1000,7,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",23,25,27,3,"[25, 23]"
Z_4,4,"[0, 25, 31, 19]",8,C1000,8,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",24,24,22,9,"[24, 24]"
Z_4,4,"[1, 3, 30, 19]",9,C0000,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",12,19,13,13,"[19, 12]"
Z_4,4,"[1, 4, 18, 18]",10,C0000,1,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",13,23,12,5,"[23, 13]"
Z_4,4,"[1, 11, 12, 32]",11,C0000,2,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",23,4,27,29,"[4, 23]"
Z_4,4,"[1, 20, 13, 19]",12,C0000,3,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",26,2,6,21,"[2, 26]"
Z_4,4,"[1, 21, 32, 18]",13,C0000,4,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",22,26,24,28,"[26, 22]"
Z_4,4,"[1, 22, 19, 18]",14,C0000,5,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",24,9,22,15,"[9, 24]"
Z_4,4,"[1, 23, 27, 19]",15,C0000,6,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",26,28,6,15,"[28, 26]"
Z_4,4,"[1, 24, 26, 32]",16,C0000,7,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",22,22,24,7,"[22, 22]"
Z_4,4,"[1, 25, 31, 32]",17,C0000,8,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",27,26,23,10,"[26, 27]"
Z_4,4,"[2, 3, 30, 32]",18,C0000,9,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",15,12,29,14,"[12, 15]"
Z_4,4,"[2, 4, 18, 19]",19,C0000,10,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",13,1,12,11,"[1, 13]"
Z_4,4,"[2, 11, 12, 18]",20,C0000,11,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",6,14,26,22,"[14, 6]"
Z_4,4,"[2, 20, 13, 32]",21,C0000,12,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",17,30,11,28,"[30, 17]"
Z_4,4,"[2, 21, 32, 19]",22,C0000,13,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",22,15,24,9,"[15, 22]"
Z_4,4,"[2, 22, 19, 19]",23,C0000,14,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",24,28,22,26,"[28, 24]"
Z_4,4,"[2, 23, 27, 32]",24,C0000,15,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",17,16,11,17,"[16, 17]"
Z_4,4,"[2, 24, 26, 18]",25,C0000,16,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",30,22,30,9,"[22, 30]"
Z_4,4,"[2, 25, 31, 18]",26,C0000,17,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,20,21,15,"[20, 3]"
Z_4,4,"[7, 3, 13, 27]",27,C0000,18,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",21,9,3,12,"[9, 21]"
Z_4,4,"[7, 4, 19, 13]",28,C0000,19,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",23,20,27,21,"[20, 23]"
Z_4,4,"[7, 11, 31, 30]",29,C0000,20,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",17,19,11,26,"[19, 17]"
Z_4,4,"[7, 20, 27, 27]",30,C0000,21,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",26,10,6,12,"[10, 26]"
Z_4,4,"[7, 21, 18, 13]",31,C0000,22,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,3,21,10,"[3, 3]"
Z_4,4,"[7, 22, 32, 13]",32,C0000,23,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,27,21,28,"[27, 3]"
Z_4,4,"[7, 23, 30, 27]",33,C0000,24,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",12,8,13,12,"[8, 12]"
Z_4,4,"[7, 24, 12, 30]",34,C0000,25,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",17,28,11,22,"[28, 17]"
Z_4,4,"[7, 25, 26, 30]",35,C0000,26,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",29,26,15,9,"[26, 29]"
Z_4,4,"[8, 3, 27, 31]",36,C0000,27,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",17,28,11,22,"[28, 17]"
Z_4,4,"[8, 4, 32, 12]",37,C0000,28,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",29,1,15,23,"[1, 29]"
Z_4,4,"[8, 11, 26, 26]",38,C0000,29,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",26,1,6,26,"[1, 26]"
