surface,surface_index,support_point_indices,K_lift_index,canonical_chart,canonical_chart_support_position,x_fixed_frame_coefficients,y_fixed_frame_coefficients,tangent_fixed_frame_coefficients,boundary_section_labels,delta0_mod_31,delta1_mod_31,delta_inverse0_mod_31,delta_inverse1_mod_31,residue_row_on_1_epsilon
Z_4,4,"[8, 20, 30, 31]",39,C0000,30,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",23,28,27,17,"[28, 23]"
Z_4,4,"[8, 21, 19, 12]",40,C0000,31,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",13,7,12,15,"[7, 13]"
Z_4,4,"[8, 22, 18, 12]",41,C0000,32,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",29,9,15,21,"[9, 29]"
Z_4,4,"[8, 23, 13, 31]",42,C0000,33,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",17,5,11,15,"[5, 17]"
Z_4,4,"[8, 24, 31, 26]",43,C0000,34,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",29,9,15,21,"[9, 29]"
Z_4,4,"[8, 25, 12, 26]",44,C0000,35,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",15,21,29,9,"[21, 15]"
Z_4,4,"[14, 3, 13, 13]",45,C0000,36,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",17,17,11,20,"[17, 17]"
Z_4,4,"[14, 4, 19, 30]",46,C0000,37,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",6,7,26,11,"[7, 6]"
Z_4,4,"[14, 11, 31, 27]",47,C0000,38,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,12,21,9,"[12, 3]"
Z_4,4,"[14, 20, 27, 13]",48,C0000,39,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",24,10,22,27,"[10, 24]"
Z_4,4,"[14, 21, 18, 30]",49,C0000,40,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",21,5,3,17,"[5, 21]"
Z_4,4,"[14, 22, 32, 30]",50,C0000,41,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",21,18,3,24,"[18, 21]"
Z_4,4,"[14, 23, 30, 13]",51,C0000,42,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",23,27,27,2,"[27, 23]"
Z_4,4,"[14, 24, 12, 27]",52,C0000,43,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,30,21,7,"[30, 3]"
Z_4,4,"[14, 25, 26, 27]",53,C0000,44,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",27,4,23,23,"[4, 27]"
Z_4,4,"[15, 3, 27, 26]",54,C0000,45,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,20,21,15,"[20, 3]"
Z_4,4,"[15, 4, 32, 31]",55,C0000,46,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",17,17,11,20,"[17, 17]"
Z_4,4,"[15, 11, 26, 12]",56,C0000,47,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",24,24,22,9,"[24, 24]"
Z_4,4,"[15, 20, 30, 26]",57,C0000,48,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",15,0,29,0,"[0, 15]"
Z_4,4,"[15, 21, 19, 31]",58,C0000,49,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",29,15,15,4,"[15, 29]"
Z_4,4,"[15, 22, 18, 31]",59,C0000,50,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",17,11,11,2,"[11, 17]"
Z_4,4,"[15, 23, 13, 26]",60,C0000,51,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,5,21,27,"[5, 3]"
Z_4,4,"[15, 24, 31, 12]",61,C0000,52,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",22,8,24,11,"[8, 22]"
Z_4,4,"[15, 25, 12, 12]",62,C0000,53,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",21,5,3,17,"[5, 21]"
Z_4,4,"[16, 3, 13, 30]",63,C0000,54,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",26,18,6,3,"[18, 26]"
Z_4,4,"[16, 4, 19, 27]",64,C0000,55,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",12,3,13,20,"[3, 12]"
Z_4,4,"[16, 11, 31, 13]",65,C0000,56,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",29,13,15,20,"[13, 29]"
Z_4,4,"[16, 20, 27, 30]",66,C0000,57,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",13,4,12,13,"[4, 13]"
Z_4,4,"[16, 21, 18, 27]",67,C0000,58,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",11,18,17,6,"[18, 11]"
Z_4,4,"[16, 22, 32, 27]",68,C0000,59,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",11,13,17,25,"[13, 11]"
Z_4,4,"[16, 23, 30, 30]",69,C0000,60,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",6,25,26,26,"[25, 6]"
Z_4,4,"[16, 24, 12, 13]",70,C0000,61,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",29,1,15,23,"[1, 29]"
Z_4,4,"[16, 25, 26, 13]",71,C0000,62,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",13,21,12,14,"[21, 13]"
Z_4,4,"[17, 3, 27, 12]",72,C0000,63,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",29,7,15,6,"[7, 29]"
Z_4,4,"[17, 4, 32, 26]",73,C0000,64,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,29,21,14,"[29, 3]"
Z_4,4,"[17, 11, 26, 31]",74,C0000,65,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",13,17,12,1,"[17, 13]"
Z_4,4,"[17, 20, 30, 12]",75,C0000,66,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",21,19,3,15,"[19, 21]"
Z_4,4,"[17, 21, 19, 26]",76,C0000,67,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",27,16,23,30,"[16, 27]"
Z_4,4,"[17, 22, 18, 26]",77,C0000,68,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",3,17,21,5,"[17, 3]"
Z_4,4,"[17, 23, 13, 12]",78,C0000,69,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",29,17,15,19,"[17, 29]"
Z_4,4,"[17, 24, 31, 31]",79,C0000,70,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",30,8,30,23,"[8, 30]"
Z_4,4,"[17, 25, 12, 31]",80,C0000,71,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 28, 25]","[3, 0]",23,23,27,4,"[23, 23]"
Z_5,5,"[0, 0, 5, 8]",0,C1100,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",4,7,8,17,"[7, 4]"
Z_5,5,"[0, 1, 33, 8]",1,C1000,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",16,26,2,20,"[26, 16]"
Z_5,5,"[0, 2, 9, 8]",2,C1000,1,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",10,17,28,2,"[17, 10]"
Z_5,5,"[0, 7, 29, 0]",3,C1001,2,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",1,11,1,20,"[11, 1]"
Z_5,5,"[0, 8, 34, 7]",4,C1000,2,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",8,3,4,14,"[3, 8]"
Z_5,5,"[0, 14, 35, 0]",5,C1001,4,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",1,30,1,1,"[30, 1]"
Z_5,5,"[0, 15, 6, 7]",6,C1000,3,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,14,20,11,"[14, 14]"
Z_5,5,"[0, 16, 28, 0]",7,C1001,6,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",5,13,25,28,"[13, 5]"
Z_5,5,"[0, 17, 10, 7]",8,C1000,4,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",25,27,5,7,"[27, 25]"
Z_5,5,"[1, 0, 5, 0]",9,C0101,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",9,17,7,4,"[17, 9]"
Z_5,5,"[1, 1, 33, 0]",10,C0001,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",5,17,25,8,"[17, 5]"
Z_5,5,"[1, 2, 9, 0]",11,C0001,1,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",7,22,9,16,"[22, 7]"
Z_5,5,"[1, 7, 29, 7]",12,C0000,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,13,20,8,"[13, 14]"
Z_5,5,"[1, 8, 34, 8]",13,C0000,1,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",1,10,1,21,"[10, 1]"
Z_5,5,"[1, 14, 35, 7]",14,C0000,2,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,0,20,0,"[0, 14]"
Z_5,5,"[1, 15, 6, 8]",15,C0000,3,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",25,6,5,5,"[6, 25]"
Z_5,5,"[1, 16, 28, 7]",16,C0000,4,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",8,4,4,29,"[4, 8]"
Z_5,5,"[1, 17, 10, 8]",17,C0000,5,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",7,1,9,12,"[1, 7]"
Z_5,5,"[2, 0, 5, 7]",18,C0100,6,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",16,29,2,8,"[29, 16]"
Z_5,5,"[2, 1, 33, 7]",19,C0000,6,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",2,15,16,4,"[15, 2]"
Z_5,5,"[2, 2, 9, 7]",20,C0000,7,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",9,24,7,2,"[24, 9]"
Z_5,5,"[2, 7, 29, 8]",21,C0000,8,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,16,20,17,"[16, 14]"
Z_5,5,"[2, 8, 34, 0]",22,C0001,11,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",18,12,19,8,"[12, 18]"
Z_5,5,"[2, 14, 35, 8]",23,C0000,9,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,3,20,9,"[3, 14]"
Z_5,5,"[2, 15, 6, 0]",24,C0001,13,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",16,0,2,0,"[0, 16]"
Z_5,5,"[2, 16, 28, 8]",25,C0000,10,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",8,19,4,6,"[19, 8]"
Z_5,5,"[2, 17, 10, 0]",26,C0001,15,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",2,20,16,26,"[20, 2]"
Z_5,5,"[7, 0, 33, 15]",27,C0100,12,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,21,20,1,"[21, 14]"
Z_5,5,"[7, 1, 9, 15]",28,C0000,11,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",4,28,8,6,"[28, 4]"
Z_5,5,"[7, 2, 5, 15]",29,C0000,12,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",25,29,5,19,"[29, 25]"
Z_5,5,"[7, 7, 28, 1]",30,C0000,13,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",8,1,4,15,"[1, 8]"
Z_5,5,"[7, 8, 6, 16]",31,C0000,14,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",18,18,19,12,"[18, 18]"
Z_5,5,"[7, 14, 29, 1]",32,C0000,15,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,4,20,12,"[4, 14]"
Z_5,5,"[7, 15, 10, 16]",33,C0000,16,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",10,18,28,24,"[18, 10]"
Z_5,5,"[7, 16, 35, 1]",34,C0000,17,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,11,20,2,"[11, 14]"
Z_5,5,"[7, 17, 34, 16]",35,C0000,18,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",28,18,10,29,"[18, 28]"
Z_5,5,"[8, 0, 9, 17]",36,C0100,21,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",1,18,1,13,"[18, 1]"
Z_5,5,"[8, 1, 5, 17]",37,C0000,19,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",25,25,5,26,"[25, 25]"
Z_5,5,"[8, 2, 33, 17]",38,C0000,20,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",25,18,5,15,"[18, 25]"
Z_5,5,"[8, 7, 35, 2]",39,C0000,21,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,12,20,5,"[12, 14]"
Z_5,5,"[8, 8, 10, 14]",40,C0000,22,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",10,12,28,16,"[12, 10]"
Z_5,5,"[8, 14, 28, 2]",41,C0000,23,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",8,26,4,18,"[26, 8]"
Z_5,5,"[8, 15, 34, 14]",42,C0000,24,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",28,4,10,3,"[4, 28]"
Z_5,5,"[8, 16, 29, 2]",43,C0000,25,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,29,20,25,"[29, 14]"
Z_5,5,"[8, 17, 6, 14]",44,C0000,26,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",18,18,19,12,"[18, 18]"
Z_5,5,"[14, 0, 33, 16]",45,C0100,30,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",14,7,20,21,"[7, 14]"
Z_5,5,"[14, 1, 9, 16]",46,C0000,27,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",4,24,8,14,"[24, 4]"
Z_5,5,"[14, 2, 5, 16]",47,C0000,28,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",25,4,5,24,"[4, 25]"
Z_5,5,"[14, 7, 28, 15]",48,C0000,29,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",7,24,9,9,"[24, 7]"
Z_5,5,"[14, 8, 6, 1]",49,C0000,30,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",25,20,5,27,"[20, 25]"
Z_5,5,"[14, 14, 29, 15]",50,C0000,31,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",20,12,14,4,"[12, 20]"
Z_5,5,"[14, 15, 10, 1]",51,C0000,32,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",7,5,9,29,"[5, 7]"
Z_5,5,"[14, 16, 35, 15]",52,C0000,33,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",20,22,14,28,"[22, 20]"
Z_5,5,"[14, 17, 34, 1]",53,C0000,34,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",1,0,1,0,"[0, 1]"
Z_5,5,"[15, 0, 9, 2]",54,C0100,39,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",10,27,28,5,"[27, 10]"
Z_5,5,"[15, 1, 5, 2]",55,C0000,35,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",2,21,16,18,"[21, 2]"
Z_5,5,"[15, 2, 33, 2]",56,C0000,36,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",2,13,16,20,"[13, 2]"
Z_5,5,"[15, 7, 35, 14]",57,C0000,37,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",20,2,14,11,"[2, 20]"
Z_5,5,"[15, 8, 10, 17]",58,C0000,38,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",10,22,28,19,"[22, 10]"
Z_5,5,"[15, 14, 28, 14]",59,C0000,39,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",7,19,9,11,"[19, 7]"
Z_5,5,"[15, 15, 34, 17]",60,C0000,40,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",28,1,10,24,"[1, 28]"
Z_5,5,"[15, 16, 29, 14]",61,C0000,41,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",20,13,14,25,"[13, 20]"
Z_5,5,"[15, 17, 6, 17]",62,C0000,42,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",18,5,19,24,"[5, 18]"
Z_5,5,"[16, 0, 33, 1]",63,C0100,48,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",16,11,2,18,"[11, 16]"
Z_5,5,"[16, 1, 9, 1]",64,C0000,43,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",9,15,7,9,"[15, 9]"
Z_5,5,"[16, 2, 5, 1]",65,C0000,44,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",2,21,16,18,"[21, 2]"
Z_5,5,"[16, 7, 28, 16]",66,C0000,45,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",7,17,9,18,"[17, 7]"
Z_5,5,"[16, 8, 6, 15]",67,C0000,46,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",18,5,19,24,"[5, 18]"
Z_5,5,"[16, 14, 29, 16]",68,C0000,47,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",20,23,14,18,"[23, 20]"
Z_5,5,"[16, 15, 10, 15]",69,C0000,48,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",10,28,28,27,"[28, 10]"
Z_5,5,"[16, 16, 35, 16]",70,C0000,49,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",20,2,14,11,"[2, 20]"
Z_5,5,"[16, 17, 34, 15]",71,C0000,50,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",28,15,10,19,"[15, 28]"
Z_5,5,"[17, 0, 9, 14]",72,C0100,57,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",1,17,1,14,"[17, 1]"
Z_5,5,"[17, 1, 5, 14]",73,C0000,51,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",25,0,5,0,"[0, 25]"
Z_5,5,"[17, 2, 33, 14]",74,C0000,52,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",25,24,5,20,"[24, 25]"
Z_5,5,"[17, 7, 35, 17]",75,C0000,53,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",20,22,14,28,"[22, 20]"
Z_5,5,"[17, 8, 10, 2]",76,C0000,54,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",7,23,9,28,"[23, 7]"
Z_5,5,"[17, 14, 28, 17]",77,C0000,55,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",7,26,9,2,"[26, 7]"
Z_5,5,"[17, 15, 34, 2]",78,C0000,56,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",1,4,1,27,"[4, 1]"
Z_5,5,"[17, 16, 29, 17]",79,C0000,57,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",20,2,14,11,"[2, 20]"
Z_5,5,"[17, 17, 6, 2]",80,C0000,58,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 15, 5]","[4, 1]",25,24,5,20,"[24, 25]"
