job_id,source_K_index,target_K_index,generator,source_K_exponents,target_K_exponents,localized_overlap,source_frame_forms_in_base_1_u_v,target_frame_forms_in_base_1_u_v,normalized_H_scalar_mod_31,normalized_H_factor_circuit,normalized_O4H_scalar_mod_31,normalized_O4H_factor_circuit,whole_ring_J1_emitted,whole_ring_J2_emitted,whole_ring_lambda_correction_emitted,L0_A_source_equals_A_target_L1_certified
193,48,30,1,"[1, 2, 1, 0]","[1, 0, 1, 0]",invert all source and target factor-frame forms listed,"[[11,15,1],[1,0,1],[8,0,0],[7,18,5]]","[[1,0,1],[1,0,1],[30,28,11],[1,20,14]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
194,48,51,2,"[1, 2, 1, 0]","[1, 2, 2, 0]",invert all source and target factor-frame forms listed,"[[11,15,1],[1,0,1],[8,0,0],[7,18,5]]","[[11,15,1],[29,0,2],[23,7,26],[7,18,5]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
195,48,49,3,"[1, 2, 1, 0]","[1, 2, 1, 1]",invert all source and target factor-frame forms listed,"[[11,15,1],[1,0,1],[8,0,0],[7,18,5]]","[[11,15,1],[12,17,13],[23,20,26],[8,1,12]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
196,49,76,0,"[1, 2, 1, 1]","[2, 2, 1, 1]",invert all source and target factor-frame forms listed,"[[11,15,1],[12,17,13],[23,20,26],[8,1,12]]","[[14,25,21],[12,17,13],[23,20,26],[3,0,28]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
197,49,31,1,"[1, 2, 1, 1]","[1, 0, 1, 1]",invert all source and target factor-frame forms listed,"[[11,15,1],[12,17,13],[23,20,26],[8,1,12]]","[[1,0,1],[12,17,13],[21,26,14],[2,9,3]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
198,49,52,2,"[1, 2, 1, 1]","[1, 2, 2, 1]",invert all source and target factor-frame forms listed,"[[11,15,1],[12,17,13],[23,20,26],[8,1,12]]","[[11,15,1],[20,16,1],[13,22,19],[8,1,12]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
199,49,50,3,"[1, 2, 1, 1]","[1, 2, 1, 2]",invert all source and target factor-frame forms listed,"[[11,15,1],[12,17,13],[23,20,26],[8,1,12]]","[[11,15,1],[11,15,1],[15,22,10],[13,0,18]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
200,50,77,0,"[1, 2, 1, 2]","[2, 2, 1, 2]",invert all source and target factor-frame forms listed,"[[11,15,1],[11,15,1],[15,22,10],[13,0,18]]","[[14,25,21],[11,15,1],[15,22,10],[1,7,14]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
201,50,32,1,"[1, 2, 1, 2]","[1, 0, 1, 2]",invert all source and target factor-frame forms listed,"[[11,15,1],[11,15,1],[15,22,10],[13,0,18]]","[[1,0,1],[11,15,1],[24,0,10],[8,0,0]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
202,50,53,2,"[1, 2, 1, 2]","[1, 2, 2, 2]",invert all source and target factor-frame forms listed,"[[11,15,1],[11,15,1],[15,22,10],[13,0,18]]","[[11,15,1],[14,25,21],[6,0,18],[13,0,18]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
203,50,48,3,"[1, 2, 1, 2]","[1, 2, 1, 0]",invert all source and target factor-frame forms listed,"[[11,15,1],[11,15,1],[15,22,10],[13,0,18]]","[[11,15,1],[1,0,1],[8,0,0],[7,18,5]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
204,51,78,0,"[1, 2, 2, 0]","[2, 2, 2, 0]",invert all source and target factor-frame forms listed,"[[11,15,1],[29,0,2],[23,7,26],[7,18,5]]","[[14,25,21],[29,0,2],[23,7,26],[9,5,29]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
205,51,33,1,"[1, 2, 2, 0]","[1, 0, 2, 0]",invert all source and target factor-frame forms listed,"[[11,15,1],[29,0,2],[23,7,26],[7,18,5]]","[[1,0,1],[29,0,2],[29,6,9],[1,20,14]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
206,51,45,2,"[1, 2, 2, 0]","[1, 2, 0, 0]",invert all source and target factor-frame forms listed,"[[11,15,1],[29,0,2],[23,7,26],[7,18,5]]","[[11,15,1],[1,0,0],[29,6,9],[7,18,5]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
207,51,52,3,"[1, 2, 2, 0]","[1, 2, 2, 1]",invert all source and target factor-frame forms listed,"[[11,15,1],[29,0,2],[23,7,26],[7,18,5]]","[[11,15,1],[20,16,1],[13,22,19],[8,1,12]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
208,52,79,0,"[1, 2, 2, 1]","[2, 2, 2, 1]",invert all source and target factor-frame forms listed,"[[11,15,1],[20,16,1],[13,22,19],[8,1,12]]","[[14,25,21],[20,16,1],[13,22,19],[3,0,28]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
209,52,34,1,"[1, 2, 2, 1]","[1, 0, 2, 1]",invert all source and target factor-frame forms listed,"[[11,15,1],[20,16,1],[13,22,19],[8,1,12]]","[[1,0,1],[20,16,1],[24,0,21],[2,9,3]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
210,52,46,2,"[1, 2, 2, 1]","[1, 2, 0, 1]",invert all source and target factor-frame forms listed,"[[11,15,1],[20,16,1],[13,22,19],[8,1,12]]","[[11,15,1],[1,20,14],[24,0,21],[8,1,12]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
211,52,53,3,"[1, 2, 2, 1]","[1, 2, 2, 2]",invert all source and target factor-frame forms listed,"[[11,15,1],[20,16,1],[13,22,19],[8,1,12]]","[[11,15,1],[14,25,21],[6,0,18],[13,0,18]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
212,53,80,0,"[1, 2, 2, 2]","[2, 2, 2, 2]",invert all source and target factor-frame forms listed,"[[11,15,1],[14,25,21],[6,0,18],[13,0,18]]","[[14,25,21],[14,25,21],[6,0,18],[1,7,14]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
213,53,35,1,"[1, 2, 2, 2]","[1, 0, 2, 2]",invert all source and target factor-frame forms listed,"[[11,15,1],[14,25,21],[6,0,18],[13,0,18]]","[[1,0,1],[14,25,21],[22,20,6],[8,0,0]]",10,scalar*product(target_frame_forms)/product(source_frame_forms),18,normalized_H_factor_circuit^4,False,False,False,False
214,53,47,2,"[1, 2, 2, 2]","[1, 2, 0, 2]",invert all source and target factor-frame forms listed,"[[11,15,1],[14,25,21],[6,0,18],[13,0,18]]","[[11,15,1],[2,9,3],[22,20,6],[13,0,18]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
215,53,51,3,"[1, 2, 2, 2]","[1, 2, 2, 0]",invert all source and target factor-frame forms listed,"[[11,15,1],[14,25,21],[6,0,18],[13,0,18]]","[[11,15,1],[29,0,2],[23,7,26],[7,18,5]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
216,54,0,0,"[2, 0, 0, 0]","[0, 0, 0, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,0,0],[1,0,0],[2,9,3]]","[[1,0,0],[1,0,0],[1,0,0],[1,0,0]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
217,54,63,1,"[2, 0, 0, 0]","[2, 1, 0, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,0,0],[1,0,0],[2,9,3]]","[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
218,54,57,2,"[2, 0, 0, 0]","[2, 0, 1, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,0,0],[1,0,0],[2,9,3]]","[[29,0,2],[1,0,1],[30,28,11],[2,9,3]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
219,54,55,3,"[2, 0, 0, 0]","[2, 0, 0, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,0,0],[1,0,0],[2,9,3]]","[[29,0,2],[1,20,14],[30,18,11],[8,0,0]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
220,55,1,0,"[2, 0, 0, 1]","[0, 0, 0, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,20,14],[30,18,11],[8,0,0]]","[[1,0,0],[1,20,14],[30,18,11],[1,20,14]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
221,55,64,1,"[2, 0, 0, 1]","[2, 1, 0, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,20,14],[30,18,11],[8,0,0]]","[[20,16,1],[1,20,14],[21,26,14],[9,0,9]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
222,55,58,2,"[2, 0, 0, 1]","[2, 0, 1, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,20,14],[30,18,11],[8,0,0]]","[[29,0,2],[12,17,13],[21,26,14],[8,0,0]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
223,55,56,3,"[2, 0, 0, 1]","[2, 0, 0, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,20,14],[30,18,11],[8,0,0]]","[[29,0,2],[2,9,3],[29,26,9],[8,5,19]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
224,56,2,0,"[2, 0, 0, 2]","[0, 0, 0, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[2,9,3],[29,26,9],[8,5,19]]","[[1,0,0],[2,9,3],[29,26,9],[2,9,3]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
225,56,65,1,"[2, 0, 0, 2]","[2, 1, 0, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[2,9,3],[29,26,9],[8,5,19]]","[[20,16,1],[2,9,3],[24,0,10],[15,29,24]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
226,56,59,2,"[2, 0, 0, 2]","[2, 0, 1, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[2,9,3],[29,26,9],[8,5,19]]","[[29,0,2],[11,15,1],[24,0,10],[8,5,19]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
227,56,54,3,"[2, 0, 0, 2]","[2, 0, 0, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[2,9,3],[29,26,9],[8,5,19]]","[[29,0,2],[1,0,0],[1,0,0],[2,9,3]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
228,57,3,0,"[2, 0, 1, 0]","[0, 0, 1, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,0,1],[30,28,11],[2,9,3]]","[[1,0,0],[1,0,1],[30,28,11],[1,0,0]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
229,57,66,1,"[2, 0, 1, 0]","[2, 1, 1, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,0,1],[30,28,11],[2,9,3]]","[[20,16,1],[1,0,1],[29,6,9],[24,13,5]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
230,57,60,2,"[2, 0, 1, 0]","[2, 0, 2, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,0,1],[30,28,11],[2,9,3]]","[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
231,57,58,3,"[2, 0, 1, 0]","[2, 0, 1, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[1,0,1],[30,28,11],[2,9,3]]","[[29,0,2],[12,17,13],[21,26,14],[8,0,0]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
232,58,4,0,"[2, 0, 1, 1]","[0, 0, 1, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[12,17,13],[21,26,14],[8,0,0]]","[[1,0,0],[12,17,13],[21,26,14],[1,20,14]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
233,58,67,1,"[2, 0, 1, 1]","[2, 1, 1, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[12,17,13],[21,26,14],[8,0,0]]","[[20,16,1],[12,17,13],[24,0,21],[9,0,9]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
234,58,61,2,"[2, 0, 1, 1]","[2, 0, 2, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[12,17,13],[21,26,14],[8,0,0]]","[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
235,58,59,3,"[2, 0, 1, 1]","[2, 0, 1, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[12,17,13],[21,26,14],[8,0,0]]","[[29,0,2],[11,15,1],[24,0,10],[8,5,19]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
236,59,5,0,"[2, 0, 1, 2]","[0, 0, 1, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[11,15,1],[24,0,10],[8,5,19]]","[[1,0,0],[11,15,1],[24,0,10],[2,9,3]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
237,59,68,1,"[2, 0, 1, 2]","[2, 1, 1, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[11,15,1],[24,0,10],[8,5,19]]","[[20,16,1],[11,15,1],[22,20,6],[15,29,24]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
238,59,62,2,"[2, 0, 1, 2]","[2, 0, 2, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[11,15,1],[24,0,10],[8,5,19]]","[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
239,59,57,3,"[2, 0, 1, 2]","[2, 0, 1, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[11,15,1],[24,0,10],[8,5,19]]","[[29,0,2],[1,0,1],[30,28,11],[2,9,3]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
240,60,6,0,"[2, 0, 2, 0]","[0, 0, 2, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]","[[1,0,0],[29,0,2],[29,6,9],[1,0,0]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
241,60,69,1,"[2, 0, 2, 0]","[2, 1, 2, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]","[[20,16,1],[29,0,2],[8,0,0],[24,13,5]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
242,60,54,2,"[2, 0, 2, 0]","[2, 0, 0, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]","[[29,0,2],[1,0,0],[1,0,0],[2,9,3]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
243,60,61,3,"[2, 0, 2, 0]","[2, 0, 2, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]","[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
244,61,7,0,"[2, 0, 2, 1]","[0, 0, 2, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]","[[1,0,0],[20,16,1],[24,0,21],[1,20,14]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
245,61,70,1,"[2, 0, 2, 1]","[2, 1, 2, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]","[[20,16,1],[20,16,1],[23,20,26],[9,0,9]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
246,61,55,2,"[2, 0, 2, 1]","[2, 0, 0, 1]",invert all source and target factor-frame forms listed,"[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]","[[29,0,2],[1,20,14],[30,18,11],[8,0,0]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
247,61,62,3,"[2, 0, 2, 1]","[2, 0, 2, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[20,16,1],[24,0,21],[8,0,0]]","[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
248,62,8,0,"[2, 0, 2, 2]","[0, 0, 2, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]","[[1,0,0],[14,25,21],[22,20,6],[2,9,3]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
249,62,71,1,"[2, 0, 2, 2]","[2, 1, 2, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]","[[20,16,1],[14,25,21],[15,22,10],[15,29,24]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
250,62,56,2,"[2, 0, 2, 2]","[2, 0, 0, 2]",invert all source and target factor-frame forms listed,"[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]","[[29,0,2],[2,9,3],[29,26,9],[8,5,19]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
251,62,60,3,"[2, 0, 2, 2]","[2, 0, 2, 0]",invert all source and target factor-frame forms listed,"[[29,0,2],[14,25,21],[22,20,6],[8,5,19]]","[[29,0,2],[29,0,2],[29,6,9],[2,9,3]]",2,scalar*product(target_frame_forms)/product(source_frame_forms),16,normalized_H_factor_circuit^4,False,False,False,False
252,63,9,0,"[2, 1, 0, 0]","[0, 1, 0, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]","[[1,20,14],[1,0,0],[30,28,11],[1,0,1]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
253,63,72,1,"[2, 1, 0, 0]","[2, 2, 0, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]","[[14,25,21],[1,0,0],[29,6,9],[9,5,29]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
254,63,66,2,"[2, 1, 0, 0]","[2, 1, 1, 0]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]","[[20,16,1],[1,0,1],[29,6,9],[24,13,5]]",17,scalar*product(target_frame_forms)/product(source_frame_forms),7,normalized_H_factor_circuit^4,False,False,False,False
255,63,64,3,"[2, 1, 0, 0]","[2, 1, 0, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,0,0],[30,28,11],[24,13,5]]","[[20,16,1],[1,20,14],[21,26,14],[9,0,9]]",4,scalar*product(target_frame_forms)/product(source_frame_forms),8,normalized_H_factor_circuit^4,False,False,False,False
256,64,10,0,"[2, 1, 0, 1]","[0, 1, 0, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,20,14],[21,26,14],[9,0,9]]","[[1,20,14],[1,20,14],[21,26,14],[12,17,13]]",28,scalar*product(target_frame_forms)/product(source_frame_forms),19,normalized_H_factor_circuit^4,False,False,False,False
257,64,73,1,"[2, 1, 0, 1]","[2, 2, 0, 1]",invert all source and target factor-frame forms listed,"[[20,16,1],[1,20,14],[21,26,14],[9,0,9]]","[[14,25,21],[1,20,14],[24,0,21],[3,0,28]]",11,scalar*product(target_frame_forms)/product(source_frame_forms),9,normalized_H_factor_circuit^4,False,False,False,False
