square_id,base_K_index,base_K_exponents,left_generator_index,right_generator_index,left_generator,right_generator,endpoint_K_index,endpoint_K_exponents,left_then_right_edge_job_ids,right_then_left_edge_job_ids,generator_templates_available,common_basis_compositions_emitted,strict_equality_computed,chain_homotopy_emitted,coherence_closed,status
0,0,"[0,0,0,0]",0,1,e0,e1,36,"[1,1,0,0]","[0,109]","[1,36]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
1,0,"[0,0,0,0]",0,2,e0,e2,30,"[1,0,1,0]","[0,110]","[2,12]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
2,0,"[0,0,0,0]",0,3,e0,e3,28,"[1,0,0,1]","[0,111]","[3,4]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
3,0,"[0,0,0,0]",1,2,e1,e2,12,"[0,1,1,0]","[1,38]","[2,13]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
4,0,"[0,0,0,0]",1,3,e1,e3,10,"[0,1,0,1]","[1,39]","[3,5]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
5,0,"[0,0,0,0]",2,3,e2,e3,4,"[0,0,1,1]","[2,15]","[3,6]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
6,1,"[0,0,0,1]",0,1,e0,e1,37,"[1,1,0,1]","[4,113]","[5,40]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
7,1,"[0,0,0,1]",0,2,e0,e2,31,"[1,0,1,1]","[4,114]","[6,16]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
8,1,"[0,0,0,1]",0,3,e0,e3,29,"[1,0,0,2]","[4,115]","[7,8]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
9,1,"[0,0,0,1]",1,2,e1,e2,13,"[0,1,1,1]","[5,42]","[6,17]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
10,1,"[0,0,0,1]",1,3,e1,e3,11,"[0,1,0,2]","[5,43]","[7,9]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
11,1,"[0,0,0,1]",2,3,e2,e3,5,"[0,0,1,2]","[6,19]","[7,10]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
12,2,"[0,0,0,2]",0,1,e0,e1,38,"[1,1,0,2]","[8,117]","[9,44]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
13,2,"[0,0,0,2]",0,2,e0,e2,32,"[1,0,1,2]","[8,118]","[10,20]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
14,2,"[0,0,0,2]",0,3,e0,e3,27,"[1,0,0,0]","[8,119]","[11,0]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
15,2,"[0,0,0,2]",1,2,e1,e2,14,"[0,1,1,2]","[9,46]","[10,21]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
16,2,"[0,0,0,2]",1,3,e1,e3,9,"[0,1,0,0]","[9,47]","[11,1]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
17,2,"[0,0,0,2]",2,3,e2,e3,3,"[0,0,1,0]","[10,23]","[11,2]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
18,3,"[0,0,1,0]",0,1,e0,e1,39,"[1,1,1,0]","[12,121]","[13,48]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
19,3,"[0,0,1,0]",0,2,e0,e2,33,"[1,0,2,0]","[12,122]","[14,24]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
20,3,"[0,0,1,0]",0,3,e0,e3,31,"[1,0,1,1]","[12,123]","[15,16]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
21,3,"[0,0,1,0]",1,2,e1,e2,15,"[0,1,2,0]","[13,50]","[14,25]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
22,3,"[0,0,1,0]",1,3,e1,e3,13,"[0,1,1,1]","[13,51]","[15,17]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
23,3,"[0,0,1,0]",2,3,e2,e3,7,"[0,0,2,1]","[14,27]","[15,18]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
24,4,"[0,0,1,1]",0,1,e0,e1,40,"[1,1,1,1]","[16,125]","[17,52]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
25,4,"[0,0,1,1]",0,2,e0,e2,34,"[1,0,2,1]","[16,126]","[18,28]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
26,4,"[0,0,1,1]",0,3,e0,e3,32,"[1,0,1,2]","[16,127]","[19,20]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
27,4,"[0,0,1,1]",1,2,e1,e2,16,"[0,1,2,1]","[17,54]","[18,29]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
28,4,"[0,0,1,1]",1,3,e1,e3,14,"[0,1,1,2]","[17,55]","[19,21]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
29,4,"[0,0,1,1]",2,3,e2,e3,8,"[0,0,2,2]","[18,31]","[19,22]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
30,5,"[0,0,1,2]",0,1,e0,e1,41,"[1,1,1,2]","[20,129]","[21,56]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
31,5,"[0,0,1,2]",0,2,e0,e2,35,"[1,0,2,2]","[20,130]","[22,32]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
32,5,"[0,0,1,2]",0,3,e0,e3,30,"[1,0,1,0]","[20,131]","[23,12]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
33,5,"[0,0,1,2]",1,2,e1,e2,17,"[0,1,2,2]","[21,58]","[22,33]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
34,5,"[0,0,1,2]",1,3,e1,e3,12,"[0,1,1,0]","[21,59]","[23,13]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
35,5,"[0,0,1,2]",2,3,e2,e3,6,"[0,0,2,0]","[22,35]","[23,14]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
36,6,"[0,0,2,0]",0,1,e0,e1,42,"[1,1,2,0]","[24,133]","[25,60]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
37,6,"[0,0,2,0]",0,2,e0,e2,27,"[1,0,0,0]","[24,134]","[26,0]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
38,6,"[0,0,2,0]",0,3,e0,e3,34,"[1,0,2,1]","[24,135]","[27,28]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
39,6,"[0,0,2,0]",1,2,e1,e2,9,"[0,1,0,0]","[25,62]","[26,1]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
40,6,"[0,0,2,0]",1,3,e1,e3,16,"[0,1,2,1]","[25,63]","[27,29]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
41,6,"[0,0,2,0]",2,3,e2,e3,1,"[0,0,0,1]","[26,3]","[27,30]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
42,7,"[0,0,2,1]",0,1,e0,e1,43,"[1,1,2,1]","[28,137]","[29,64]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
43,7,"[0,0,2,1]",0,2,e0,e2,28,"[1,0,0,1]","[28,138]","[30,4]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
44,7,"[0,0,2,1]",0,3,e0,e3,35,"[1,0,2,2]","[28,139]","[31,32]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
45,7,"[0,0,2,1]",1,2,e1,e2,10,"[0,1,0,1]","[29,66]","[30,5]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
46,7,"[0,0,2,1]",1,3,e1,e3,17,"[0,1,2,2]","[29,67]","[31,33]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
47,7,"[0,0,2,1]",2,3,e2,e3,2,"[0,0,0,2]","[30,7]","[31,34]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
48,8,"[0,0,2,2]",0,1,e0,e1,44,"[1,1,2,2]","[32,141]","[33,68]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
49,8,"[0,0,2,2]",0,2,e0,e2,29,"[1,0,0,2]","[32,142]","[34,8]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
50,8,"[0,0,2,2]",0,3,e0,e3,33,"[1,0,2,0]","[32,143]","[35,24]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
51,8,"[0,0,2,2]",1,2,e1,e2,11,"[0,1,0,2]","[33,70]","[34,9]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
52,8,"[0,0,2,2]",1,3,e1,e3,15,"[0,1,2,0]","[33,71]","[35,25]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
53,8,"[0,0,2,2]",2,3,e2,e3,0,"[0,0,0,0]","[34,11]","[35,26]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
54,9,"[0,1,0,0]",0,1,e0,e1,45,"[1,2,0,0]","[36,145]","[37,72]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
55,9,"[0,1,0,0]",0,2,e0,e2,39,"[1,1,1,0]","[36,146]","[38,48]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
56,9,"[0,1,0,0]",0,3,e0,e3,37,"[1,1,0,1]","[36,147]","[39,40]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
57,9,"[0,1,0,0]",1,2,e1,e2,21,"[0,2,1,0]","[37,74]","[38,49]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
58,9,"[0,1,0,0]",1,3,e1,e3,19,"[0,2,0,1]","[37,75]","[39,41]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
59,9,"[0,1,0,0]",2,3,e2,e3,13,"[0,1,1,1]","[38,51]","[39,42]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
60,10,"[0,1,0,1]",0,1,e0,e1,46,"[1,2,0,1]","[40,149]","[41,76]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
61,10,"[0,1,0,1]",0,2,e0,e2,40,"[1,1,1,1]","[40,150]","[42,52]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
62,10,"[0,1,0,1]",0,3,e0,e3,38,"[1,1,0,2]","[40,151]","[43,44]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
63,10,"[0,1,0,1]",1,2,e1,e2,22,"[0,2,1,1]","[41,78]","[42,53]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
64,10,"[0,1,0,1]",1,3,e1,e3,20,"[0,2,0,2]","[41,79]","[43,45]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
65,10,"[0,1,0,1]",2,3,e2,e3,14,"[0,1,1,2]","[42,55]","[43,46]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
66,11,"[0,1,0,2]",0,1,e0,e1,47,"[1,2,0,2]","[44,153]","[45,80]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
67,11,"[0,1,0,2]",0,2,e0,e2,41,"[1,1,1,2]","[44,154]","[46,56]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
68,11,"[0,1,0,2]",0,3,e0,e3,36,"[1,1,0,0]","[44,155]","[47,36]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
69,11,"[0,1,0,2]",1,2,e1,e2,23,"[0,2,1,2]","[45,82]","[46,57]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
70,11,"[0,1,0,2]",1,3,e1,e3,18,"[0,2,0,0]","[45,83]","[47,37]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
71,11,"[0,1,0,2]",2,3,e2,e3,12,"[0,1,1,0]","[46,59]","[47,38]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
72,12,"[0,1,1,0]",0,1,e0,e1,48,"[1,2,1,0]","[48,157]","[49,84]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
73,12,"[0,1,1,0]",0,2,e0,e2,42,"[1,1,2,0]","[48,158]","[50,60]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
74,12,"[0,1,1,0]",0,3,e0,e3,40,"[1,1,1,1]","[48,159]","[51,52]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
75,12,"[0,1,1,0]",1,2,e1,e2,24,"[0,2,2,0]","[49,86]","[50,61]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
76,12,"[0,1,1,0]",1,3,e1,e3,22,"[0,2,1,1]","[49,87]","[51,53]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
77,12,"[0,1,1,0]",2,3,e2,e3,16,"[0,1,2,1]","[50,63]","[51,54]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
78,13,"[0,1,1,1]",0,1,e0,e1,49,"[1,2,1,1]","[52,161]","[53,88]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
79,13,"[0,1,1,1]",0,2,e0,e2,43,"[1,1,2,1]","[52,162]","[54,64]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
80,13,"[0,1,1,1]",0,3,e0,e3,41,"[1,1,1,2]","[52,163]","[55,56]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
81,13,"[0,1,1,1]",1,2,e1,e2,25,"[0,2,2,1]","[53,90]","[54,65]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
82,13,"[0,1,1,1]",1,3,e1,e3,23,"[0,2,1,2]","[53,91]","[55,57]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
83,13,"[0,1,1,1]",2,3,e2,e3,17,"[0,1,2,2]","[54,67]","[55,58]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
84,14,"[0,1,1,2]",0,1,e0,e1,50,"[1,2,1,2]","[56,165]","[57,92]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
85,14,"[0,1,1,2]",0,2,e0,e2,44,"[1,1,2,2]","[56,166]","[58,68]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
86,14,"[0,1,1,2]",0,3,e0,e3,39,"[1,1,1,0]","[56,167]","[59,48]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
87,14,"[0,1,1,2]",1,2,e1,e2,26,"[0,2,2,2]","[57,94]","[58,69]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
88,14,"[0,1,1,2]",1,3,e1,e3,21,"[0,2,1,0]","[57,95]","[59,49]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
89,14,"[0,1,1,2]",2,3,e2,e3,15,"[0,1,2,0]","[58,71]","[59,50]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
90,15,"[0,1,2,0]",0,1,e0,e1,51,"[1,2,2,0]","[60,169]","[61,96]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
91,15,"[0,1,2,0]",0,2,e0,e2,36,"[1,1,0,0]","[60,170]","[62,36]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
92,15,"[0,1,2,0]",0,3,e0,e3,43,"[1,1,2,1]","[60,171]","[63,64]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
93,15,"[0,1,2,0]",1,2,e1,e2,18,"[0,2,0,0]","[61,98]","[62,37]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
94,15,"[0,1,2,0]",1,3,e1,e3,25,"[0,2,2,1]","[61,99]","[63,65]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
95,15,"[0,1,2,0]",2,3,e2,e3,10,"[0,1,0,1]","[62,39]","[63,66]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
96,16,"[0,1,2,1]",0,1,e0,e1,52,"[1,2,2,1]","[64,173]","[65,100]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
97,16,"[0,1,2,1]",0,2,e0,e2,37,"[1,1,0,1]","[64,174]","[66,40]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
98,16,"[0,1,2,1]",0,3,e0,e3,44,"[1,1,2,2]","[64,175]","[67,68]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
99,16,"[0,1,2,1]",1,2,e1,e2,19,"[0,2,0,1]","[65,102]","[66,41]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
100,16,"[0,1,2,1]",1,3,e1,e3,26,"[0,2,2,2]","[65,103]","[67,69]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
101,16,"[0,1,2,1]",2,3,e2,e3,11,"[0,1,0,2]","[66,43]","[67,70]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
102,17,"[0,1,2,2]",0,1,e0,e1,53,"[1,2,2,2]","[68,177]","[69,104]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
103,17,"[0,1,2,2]",0,2,e0,e2,38,"[1,1,0,2]","[68,178]","[70,44]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
104,17,"[0,1,2,2]",0,3,e0,e3,42,"[1,1,2,0]","[68,179]","[71,60]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
105,17,"[0,1,2,2]",1,2,e1,e2,20,"[0,2,0,2]","[69,106]","[70,45]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
106,17,"[0,1,2,2]",1,3,e1,e3,24,"[0,2,2,0]","[69,107]","[71,61]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
107,17,"[0,1,2,2]",2,3,e2,e3,9,"[0,1,0,0]","[70,47]","[71,62]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
108,18,"[0,2,0,0]",0,1,e0,e1,27,"[1,0,0,0]","[72,181]","[73,0]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
109,18,"[0,2,0,0]",0,2,e0,e2,48,"[1,2,1,0]","[72,182]","[74,84]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
110,18,"[0,2,0,0]",0,3,e0,e3,46,"[1,2,0,1]","[72,183]","[75,76]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
111,18,"[0,2,0,0]",1,2,e1,e2,3,"[0,0,1,0]","[73,2]","[74,85]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
112,18,"[0,2,0,0]",1,3,e1,e3,1,"[0,0,0,1]","[73,3]","[75,77]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
113,18,"[0,2,0,0]",2,3,e2,e3,22,"[0,2,1,1]","[74,87]","[75,78]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
114,19,"[0,2,0,1]",0,1,e0,e1,28,"[1,0,0,1]","[76,185]","[77,4]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
115,19,"[0,2,0,1]",0,2,e0,e2,49,"[1,2,1,1]","[76,186]","[78,88]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
116,19,"[0,2,0,1]",0,3,e0,e3,47,"[1,2,0,2]","[76,187]","[79,80]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
117,19,"[0,2,0,1]",1,2,e1,e2,4,"[0,0,1,1]","[77,6]","[78,89]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
118,19,"[0,2,0,1]",1,3,e1,e3,2,"[0,0,0,2]","[77,7]","[79,81]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
119,19,"[0,2,0,1]",2,3,e2,e3,23,"[0,2,1,2]","[78,91]","[79,82]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
120,20,"[0,2,0,2]",0,1,e0,e1,29,"[1,0,0,2]","[80,189]","[81,8]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
121,20,"[0,2,0,2]",0,2,e0,e2,50,"[1,2,1,2]","[80,190]","[82,92]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
