square_id,base_K_index,base_K_exponents,left_generator_index,right_generator_index,left_generator,right_generator,endpoint_K_index,endpoint_K_exponents,left_then_right_edge_job_ids,right_then_left_edge_job_ids,generator_templates_available,common_basis_compositions_emitted,strict_equality_computed,chain_homotopy_emitted,coherence_closed,status
243,40,"[1,1,1,1]",1,2,e1,e2,52,"[1,2,2,1]","[161,198]","[162,173]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
244,40,"[1,1,1,1]",1,3,e1,e3,50,"[1,2,1,2]","[161,199]","[163,165]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
245,40,"[1,1,1,1]",2,3,e2,e3,44,"[1,1,2,2]","[162,175]","[163,166]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
246,41,"[1,1,1,2]",0,1,e0,e1,77,"[2,2,1,2]","[164,273]","[165,200]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
247,41,"[1,1,1,2]",0,2,e0,e2,71,"[2,1,2,2]","[164,274]","[166,176]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
248,41,"[1,1,1,2]",0,3,e0,e3,66,"[2,1,1,0]","[164,275]","[167,156]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
249,41,"[1,1,1,2]",1,2,e1,e2,53,"[1,2,2,2]","[165,202]","[166,177]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
250,41,"[1,1,1,2]",1,3,e1,e3,48,"[1,2,1,0]","[165,203]","[167,157]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
251,41,"[1,1,1,2]",2,3,e2,e3,42,"[1,1,2,0]","[166,179]","[167,158]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
252,42,"[1,1,2,0]",0,1,e0,e1,78,"[2,2,2,0]","[168,277]","[169,204]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
253,42,"[1,1,2,0]",0,2,e0,e2,63,"[2,1,0,0]","[168,278]","[170,144]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
254,42,"[1,1,2,0]",0,3,e0,e3,70,"[2,1,2,1]","[168,279]","[171,172]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
255,42,"[1,1,2,0]",1,2,e1,e2,45,"[1,2,0,0]","[169,206]","[170,145]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
256,42,"[1,1,2,0]",1,3,e1,e3,52,"[1,2,2,1]","[169,207]","[171,173]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
257,42,"[1,1,2,0]",2,3,e2,e3,37,"[1,1,0,1]","[170,147]","[171,174]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
258,43,"[1,1,2,1]",0,1,e0,e1,79,"[2,2,2,1]","[172,281]","[173,208]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
259,43,"[1,1,2,1]",0,2,e0,e2,64,"[2,1,0,1]","[172,282]","[174,148]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
260,43,"[1,1,2,1]",0,3,e0,e3,71,"[2,1,2,2]","[172,283]","[175,176]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
261,43,"[1,1,2,1]",1,2,e1,e2,46,"[1,2,0,1]","[173,210]","[174,149]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
262,43,"[1,1,2,1]",1,3,e1,e3,53,"[1,2,2,2]","[173,211]","[175,177]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
263,43,"[1,1,2,1]",2,3,e2,e3,38,"[1,1,0,2]","[174,151]","[175,178]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
264,44,"[1,1,2,2]",0,1,e0,e1,80,"[2,2,2,2]","[176,285]","[177,212]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
265,44,"[1,1,2,2]",0,2,e0,e2,65,"[2,1,0,2]","[176,286]","[178,152]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
266,44,"[1,1,2,2]",0,3,e0,e3,69,"[2,1,2,0]","[176,287]","[179,168]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
267,44,"[1,1,2,2]",1,2,e1,e2,47,"[1,2,0,2]","[177,214]","[178,153]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
268,44,"[1,1,2,2]",1,3,e1,e3,51,"[1,2,2,0]","[177,215]","[179,169]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
269,44,"[1,1,2,2]",2,3,e2,e3,36,"[1,1,0,0]","[178,155]","[179,170]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
270,45,"[1,2,0,0]",0,1,e0,e1,54,"[2,0,0,0]","[180,289]","[181,108]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
271,45,"[1,2,0,0]",0,2,e0,e2,75,"[2,2,1,0]","[180,290]","[182,192]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
272,45,"[1,2,0,0]",0,3,e0,e3,73,"[2,2,0,1]","[180,291]","[183,184]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
273,45,"[1,2,0,0]",1,2,e1,e2,30,"[1,0,1,0]","[181,110]","[182,193]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
274,45,"[1,2,0,0]",1,3,e1,e3,28,"[1,0,0,1]","[181,111]","[183,185]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
275,45,"[1,2,0,0]",2,3,e2,e3,49,"[1,2,1,1]","[182,195]","[183,186]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
276,46,"[1,2,0,1]",0,1,e0,e1,55,"[2,0,0,1]","[184,293]","[185,112]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
277,46,"[1,2,0,1]",0,2,e0,e2,76,"[2,2,1,1]","[184,294]","[186,196]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
278,46,"[1,2,0,1]",0,3,e0,e3,74,"[2,2,0,2]","[184,295]","[187,188]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
279,46,"[1,2,0,1]",1,2,e1,e2,31,"[1,0,1,1]","[185,114]","[186,197]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
280,46,"[1,2,0,1]",1,3,e1,e3,29,"[1,0,0,2]","[185,115]","[187,189]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
281,46,"[1,2,0,1]",2,3,e2,e3,50,"[1,2,1,2]","[186,199]","[187,190]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
282,47,"[1,2,0,2]",0,1,e0,e1,56,"[2,0,0,2]","[188,297]","[189,116]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
283,47,"[1,2,0,2]",0,2,e0,e2,77,"[2,2,1,2]","[188,298]","[190,200]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
284,47,"[1,2,0,2]",0,3,e0,e3,72,"[2,2,0,0]","[188,299]","[191,180]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
285,47,"[1,2,0,2]",1,2,e1,e2,32,"[1,0,1,2]","[189,118]","[190,201]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
286,47,"[1,2,0,2]",1,3,e1,e3,27,"[1,0,0,0]","[189,119]","[191,181]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
287,47,"[1,2,0,2]",2,3,e2,e3,48,"[1,2,1,0]","[190,203]","[191,182]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
288,48,"[1,2,1,0]",0,1,e0,e1,57,"[2,0,1,0]","[192,301]","[193,120]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
289,48,"[1,2,1,0]",0,2,e0,e2,78,"[2,2,2,0]","[192,302]","[194,204]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
290,48,"[1,2,1,0]",0,3,e0,e3,76,"[2,2,1,1]","[192,303]","[195,196]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
291,48,"[1,2,1,0]",1,2,e1,e2,33,"[1,0,2,0]","[193,122]","[194,205]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
292,48,"[1,2,1,0]",1,3,e1,e3,31,"[1,0,1,1]","[193,123]","[195,197]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
293,48,"[1,2,1,0]",2,3,e2,e3,52,"[1,2,2,1]","[194,207]","[195,198]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
294,49,"[1,2,1,1]",0,1,e0,e1,58,"[2,0,1,1]","[196,305]","[197,124]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
295,49,"[1,2,1,1]",0,2,e0,e2,79,"[2,2,2,1]","[196,306]","[198,208]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
296,49,"[1,2,1,1]",0,3,e0,e3,77,"[2,2,1,2]","[196,307]","[199,200]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
297,49,"[1,2,1,1]",1,2,e1,e2,34,"[1,0,2,1]","[197,126]","[198,209]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
298,49,"[1,2,1,1]",1,3,e1,e3,32,"[1,0,1,2]","[197,127]","[199,201]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
299,49,"[1,2,1,1]",2,3,e2,e3,53,"[1,2,2,2]","[198,211]","[199,202]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
300,50,"[1,2,1,2]",0,1,e0,e1,59,"[2,0,1,2]","[200,309]","[201,128]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
301,50,"[1,2,1,2]",0,2,e0,e2,80,"[2,2,2,2]","[200,310]","[202,212]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
302,50,"[1,2,1,2]",0,3,e0,e3,75,"[2,2,1,0]","[200,311]","[203,192]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
303,50,"[1,2,1,2]",1,2,e1,e2,35,"[1,0,2,2]","[201,130]","[202,213]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
304,50,"[1,2,1,2]",1,3,e1,e3,30,"[1,0,1,0]","[201,131]","[203,193]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
305,50,"[1,2,1,2]",2,3,e2,e3,51,"[1,2,2,0]","[202,215]","[203,194]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
306,51,"[1,2,2,0]",0,1,e0,e1,60,"[2,0,2,0]","[204,313]","[205,132]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
307,51,"[1,2,2,0]",0,2,e0,e2,72,"[2,2,0,0]","[204,314]","[206,180]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
308,51,"[1,2,2,0]",0,3,e0,e3,79,"[2,2,2,1]","[204,315]","[207,208]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
309,51,"[1,2,2,0]",1,2,e1,e2,27,"[1,0,0,0]","[205,134]","[206,181]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
310,51,"[1,2,2,0]",1,3,e1,e3,34,"[1,0,2,1]","[205,135]","[207,209]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
311,51,"[1,2,2,0]",2,3,e2,e3,46,"[1,2,0,1]","[206,183]","[207,210]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
312,52,"[1,2,2,1]",0,1,e0,e1,61,"[2,0,2,1]","[208,317]","[209,136]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
313,52,"[1,2,2,1]",0,2,e0,e2,73,"[2,2,0,1]","[208,318]","[210,184]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
314,52,"[1,2,2,1]",0,3,e0,e3,80,"[2,2,2,2]","[208,319]","[211,212]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
315,52,"[1,2,2,1]",1,2,e1,e2,28,"[1,0,0,1]","[209,138]","[210,185]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
316,52,"[1,2,2,1]",1,3,e1,e3,35,"[1,0,2,2]","[209,139]","[211,213]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
317,52,"[1,2,2,1]",2,3,e2,e3,47,"[1,2,0,2]","[210,187]","[211,214]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
318,53,"[1,2,2,2]",0,1,e0,e1,62,"[2,0,2,2]","[212,321]","[213,140]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
319,53,"[1,2,2,2]",0,2,e0,e2,74,"[2,2,0,2]","[212,322]","[214,188]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
320,53,"[1,2,2,2]",0,3,e0,e3,78,"[2,2,2,0]","[212,323]","[215,204]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
321,53,"[1,2,2,2]",1,2,e1,e2,29,"[1,0,0,2]","[213,142]","[214,189]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
322,53,"[1,2,2,2]",1,3,e1,e3,33,"[1,0,2,0]","[213,143]","[215,205]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
323,53,"[1,2,2,2]",2,3,e2,e3,45,"[1,2,0,0]","[214,191]","[215,206]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
324,54,"[2,0,0,0]",0,1,e0,e1,9,"[0,1,0,0]","[216,1]","[217,252]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
325,54,"[2,0,0,0]",0,2,e0,e2,3,"[0,0,1,0]","[216,2]","[218,228]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
326,54,"[2,0,0,0]",0,3,e0,e3,1,"[0,0,0,1]","[216,3]","[219,220]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
327,54,"[2,0,0,0]",1,2,e1,e2,66,"[2,1,1,0]","[217,254]","[218,229]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
328,54,"[2,0,0,0]",1,3,e1,e3,64,"[2,1,0,1]","[217,255]","[219,221]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
329,54,"[2,0,0,0]",2,3,e2,e3,58,"[2,0,1,1]","[218,231]","[219,222]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
330,55,"[2,0,0,1]",0,1,e0,e1,10,"[0,1,0,1]","[220,5]","[221,256]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
331,55,"[2,0,0,1]",0,2,e0,e2,4,"[0,0,1,1]","[220,6]","[222,232]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
332,55,"[2,0,0,1]",0,3,e0,e3,2,"[0,0,0,2]","[220,7]","[223,224]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
333,55,"[2,0,0,1]",1,2,e1,e2,67,"[2,1,1,1]","[221,258]","[222,233]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
334,55,"[2,0,0,1]",1,3,e1,e3,65,"[2,1,0,2]","[221,259]","[223,225]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
335,55,"[2,0,0,1]",2,3,e2,e3,59,"[2,0,1,2]","[222,235]","[223,226]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
336,56,"[2,0,0,2]",0,1,e0,e1,11,"[0,1,0,2]","[224,9]","[225,260]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
337,56,"[2,0,0,2]",0,2,e0,e2,5,"[0,0,1,2]","[224,10]","[226,236]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
338,56,"[2,0,0,2]",0,3,e0,e3,0,"[0,0,0,0]","[224,11]","[227,216]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
339,56,"[2,0,0,2]",1,2,e1,e2,68,"[2,1,1,2]","[225,262]","[226,237]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
340,56,"[2,0,0,2]",1,3,e1,e3,63,"[2,1,0,0]","[225,263]","[227,217]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
341,56,"[2,0,0,2]",2,3,e2,e3,57,"[2,0,1,0]","[226,239]","[227,218]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
342,57,"[2,0,1,0]",0,1,e0,e1,12,"[0,1,1,0]","[228,13]","[229,264]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
343,57,"[2,0,1,0]",0,2,e0,e2,6,"[0,0,2,0]","[228,14]","[230,240]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
344,57,"[2,0,1,0]",0,3,e0,e3,4,"[0,0,1,1]","[228,15]","[231,232]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
345,57,"[2,0,1,0]",1,2,e1,e2,69,"[2,1,2,0]","[229,266]","[230,241]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
346,57,"[2,0,1,0]",1,3,e1,e3,67,"[2,1,1,1]","[229,267]","[231,233]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
347,57,"[2,0,1,0]",2,3,e2,e3,61,"[2,0,2,1]","[230,243]","[231,234]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
348,58,"[2,0,1,1]",0,1,e0,e1,13,"[0,1,1,1]","[232,17]","[233,268]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
349,58,"[2,0,1,1]",0,2,e0,e2,7,"[0,0,2,1]","[232,18]","[234,244]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
350,58,"[2,0,1,1]",0,3,e0,e3,5,"[0,0,1,2]","[232,19]","[235,236]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
351,58,"[2,0,1,1]",1,2,e1,e2,70,"[2,1,2,1]","[233,270]","[234,245]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
352,58,"[2,0,1,1]",1,3,e1,e3,68,"[2,1,1,2]","[233,271]","[235,237]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
353,58,"[2,0,1,1]",2,3,e2,e3,62,"[2,0,2,2]","[234,247]","[235,238]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
354,59,"[2,0,1,2]",0,1,e0,e1,14,"[0,1,1,2]","[236,21]","[237,272]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
355,59,"[2,0,1,2]",0,2,e0,e2,8,"[0,0,2,2]","[236,22]","[238,248]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
356,59,"[2,0,1,2]",0,3,e0,e3,3,"[0,0,1,0]","[236,23]","[239,228]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
357,59,"[2,0,1,2]",1,2,e1,e2,71,"[2,1,2,2]","[237,274]","[238,249]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
358,59,"[2,0,1,2]",1,3,e1,e3,66,"[2,1,1,0]","[237,275]","[239,229]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
359,59,"[2,0,1,2]",2,3,e2,e3,60,"[2,0,2,0]","[238,251]","[239,230]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
360,60,"[2,0,2,0]",0,1,e0,e1,15,"[0,1,2,0]","[240,25]","[241,276]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
361,60,"[2,0,2,0]",0,2,e0,e2,0,"[0,0,0,0]","[240,26]","[242,216]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
362,60,"[2,0,2,0]",0,3,e0,e3,7,"[0,0,2,1]","[240,27]","[243,244]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
363,60,"[2,0,2,0]",1,2,e1,e2,63,"[2,1,0,0]","[241,278]","[242,217]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
