square_id,base_K_index,base_K_exponents,left_generator_index,right_generator_index,left_generator,right_generator,endpoint_K_index,endpoint_K_exponents,left_then_right_edge_job_ids,right_then_left_edge_job_ids,generator_templates_available,common_basis_compositions_emitted,strict_equality_computed,chain_homotopy_emitted,coherence_closed,status
364,60,"[2,0,2,0]",1,3,e1,e3,70,"[2,1,2,1]","[241,279]","[243,245]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
365,60,"[2,0,2,0]",2,3,e2,e3,55,"[2,0,0,1]","[242,219]","[243,246]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
366,61,"[2,0,2,1]",0,1,e0,e1,16,"[0,1,2,1]","[244,29]","[245,280]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
367,61,"[2,0,2,1]",0,2,e0,e2,1,"[0,0,0,1]","[244,30]","[246,220]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
368,61,"[2,0,2,1]",0,3,e0,e3,8,"[0,0,2,2]","[244,31]","[247,248]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
369,61,"[2,0,2,1]",1,2,e1,e2,64,"[2,1,0,1]","[245,282]","[246,221]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
370,61,"[2,0,2,1]",1,3,e1,e3,71,"[2,1,2,2]","[245,283]","[247,249]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
371,61,"[2,0,2,1]",2,3,e2,e3,56,"[2,0,0,2]","[246,223]","[247,250]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
372,62,"[2,0,2,2]",0,1,e0,e1,17,"[0,1,2,2]","[248,33]","[249,284]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
373,62,"[2,0,2,2]",0,2,e0,e2,2,"[0,0,0,2]","[248,34]","[250,224]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
374,62,"[2,0,2,2]",0,3,e0,e3,6,"[0,0,2,0]","[248,35]","[251,240]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
375,62,"[2,0,2,2]",1,2,e1,e2,65,"[2,1,0,2]","[249,286]","[250,225]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
376,62,"[2,0,2,2]",1,3,e1,e3,69,"[2,1,2,0]","[249,287]","[251,241]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
377,62,"[2,0,2,2]",2,3,e2,e3,54,"[2,0,0,0]","[250,227]","[251,242]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
378,63,"[2,1,0,0]",0,1,e0,e1,18,"[0,2,0,0]","[252,37]","[253,288]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
379,63,"[2,1,0,0]",0,2,e0,e2,12,"[0,1,1,0]","[252,38]","[254,264]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
380,63,"[2,1,0,0]",0,3,e0,e3,10,"[0,1,0,1]","[252,39]","[255,256]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
381,63,"[2,1,0,0]",1,2,e1,e2,75,"[2,2,1,0]","[253,290]","[254,265]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
382,63,"[2,1,0,0]",1,3,e1,e3,73,"[2,2,0,1]","[253,291]","[255,257]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
383,63,"[2,1,0,0]",2,3,e2,e3,67,"[2,1,1,1]","[254,267]","[255,258]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
384,64,"[2,1,0,1]",0,1,e0,e1,19,"[0,2,0,1]","[256,41]","[257,292]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
385,64,"[2,1,0,1]",0,2,e0,e2,13,"[0,1,1,1]","[256,42]","[258,268]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
386,64,"[2,1,0,1]",0,3,e0,e3,11,"[0,1,0,2]","[256,43]","[259,260]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
387,64,"[2,1,0,1]",1,2,e1,e2,76,"[2,2,1,1]","[257,294]","[258,269]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
388,64,"[2,1,0,1]",1,3,e1,e3,74,"[2,2,0,2]","[257,295]","[259,261]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
389,64,"[2,1,0,1]",2,3,e2,e3,68,"[2,1,1,2]","[258,271]","[259,262]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
390,65,"[2,1,0,2]",0,1,e0,e1,20,"[0,2,0,2]","[260,45]","[261,296]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
391,65,"[2,1,0,2]",0,2,e0,e2,14,"[0,1,1,2]","[260,46]","[262,272]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
392,65,"[2,1,0,2]",0,3,e0,e3,9,"[0,1,0,0]","[260,47]","[263,252]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
393,65,"[2,1,0,2]",1,2,e1,e2,77,"[2,2,1,2]","[261,298]","[262,273]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
394,65,"[2,1,0,2]",1,3,e1,e3,72,"[2,2,0,0]","[261,299]","[263,253]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
395,65,"[2,1,0,2]",2,3,e2,e3,66,"[2,1,1,0]","[262,275]","[263,254]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
396,66,"[2,1,1,0]",0,1,e0,e1,21,"[0,2,1,0]","[264,49]","[265,300]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
397,66,"[2,1,1,0]",0,2,e0,e2,15,"[0,1,2,0]","[264,50]","[266,276]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
398,66,"[2,1,1,0]",0,3,e0,e3,13,"[0,1,1,1]","[264,51]","[267,268]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
399,66,"[2,1,1,0]",1,2,e1,e2,78,"[2,2,2,0]","[265,302]","[266,277]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
400,66,"[2,1,1,0]",1,3,e1,e3,76,"[2,2,1,1]","[265,303]","[267,269]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
401,66,"[2,1,1,0]",2,3,e2,e3,70,"[2,1,2,1]","[266,279]","[267,270]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
402,67,"[2,1,1,1]",0,1,e0,e1,22,"[0,2,1,1]","[268,53]","[269,304]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
403,67,"[2,1,1,1]",0,2,e0,e2,16,"[0,1,2,1]","[268,54]","[270,280]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
404,67,"[2,1,1,1]",0,3,e0,e3,14,"[0,1,1,2]","[268,55]","[271,272]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
405,67,"[2,1,1,1]",1,2,e1,e2,79,"[2,2,2,1]","[269,306]","[270,281]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
406,67,"[2,1,1,1]",1,3,e1,e3,77,"[2,2,1,2]","[269,307]","[271,273]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
407,67,"[2,1,1,1]",2,3,e2,e3,71,"[2,1,2,2]","[270,283]","[271,274]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
408,68,"[2,1,1,2]",0,1,e0,e1,23,"[0,2,1,2]","[272,57]","[273,308]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
409,68,"[2,1,1,2]",0,2,e0,e2,17,"[0,1,2,2]","[272,58]","[274,284]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
410,68,"[2,1,1,2]",0,3,e0,e3,12,"[0,1,1,0]","[272,59]","[275,264]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
411,68,"[2,1,1,2]",1,2,e1,e2,80,"[2,2,2,2]","[273,310]","[274,285]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
412,68,"[2,1,1,2]",1,3,e1,e3,75,"[2,2,1,0]","[273,311]","[275,265]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
413,68,"[2,1,1,2]",2,3,e2,e3,69,"[2,1,2,0]","[274,287]","[275,266]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
414,69,"[2,1,2,0]",0,1,e0,e1,24,"[0,2,2,0]","[276,61]","[277,312]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
415,69,"[2,1,2,0]",0,2,e0,e2,9,"[0,1,0,0]","[276,62]","[278,252]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
416,69,"[2,1,2,0]",0,3,e0,e3,16,"[0,1,2,1]","[276,63]","[279,280]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
417,69,"[2,1,2,0]",1,2,e1,e2,72,"[2,2,0,0]","[277,314]","[278,253]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
418,69,"[2,1,2,0]",1,3,e1,e3,79,"[2,2,2,1]","[277,315]","[279,281]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
419,69,"[2,1,2,0]",2,3,e2,e3,64,"[2,1,0,1]","[278,255]","[279,282]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
420,70,"[2,1,2,1]",0,1,e0,e1,25,"[0,2,2,1]","[280,65]","[281,316]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
421,70,"[2,1,2,1]",0,2,e0,e2,10,"[0,1,0,1]","[280,66]","[282,256]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
422,70,"[2,1,2,1]",0,3,e0,e3,17,"[0,1,2,2]","[280,67]","[283,284]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
423,70,"[2,1,2,1]",1,2,e1,e2,73,"[2,2,0,1]","[281,318]","[282,257]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
424,70,"[2,1,2,1]",1,3,e1,e3,80,"[2,2,2,2]","[281,319]","[283,285]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
425,70,"[2,1,2,1]",2,3,e2,e3,65,"[2,1,0,2]","[282,259]","[283,286]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
426,71,"[2,1,2,2]",0,1,e0,e1,26,"[0,2,2,2]","[284,69]","[285,320]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
427,71,"[2,1,2,2]",0,2,e0,e2,11,"[0,1,0,2]","[284,70]","[286,260]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
428,71,"[2,1,2,2]",0,3,e0,e3,15,"[0,1,2,0]","[284,71]","[287,276]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
429,71,"[2,1,2,2]",1,2,e1,e2,74,"[2,2,0,2]","[285,322]","[286,261]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
430,71,"[2,1,2,2]",1,3,e1,e3,78,"[2,2,2,0]","[285,323]","[287,277]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
431,71,"[2,1,2,2]",2,3,e2,e3,63,"[2,1,0,0]","[286,263]","[287,278]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
432,72,"[2,2,0,0]",0,1,e0,e1,0,"[0,0,0,0]","[288,73]","[289,216]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
433,72,"[2,2,0,0]",0,2,e0,e2,21,"[0,2,1,0]","[288,74]","[290,300]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
434,72,"[2,2,0,0]",0,3,e0,e3,19,"[0,2,0,1]","[288,75]","[291,292]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
435,72,"[2,2,0,0]",1,2,e1,e2,57,"[2,0,1,0]","[289,218]","[290,301]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
436,72,"[2,2,0,0]",1,3,e1,e3,55,"[2,0,0,1]","[289,219]","[291,293]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
437,72,"[2,2,0,0]",2,3,e2,e3,76,"[2,2,1,1]","[290,303]","[291,294]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
438,73,"[2,2,0,1]",0,1,e0,e1,1,"[0,0,0,1]","[292,77]","[293,220]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
439,73,"[2,2,0,1]",0,2,e0,e2,22,"[0,2,1,1]","[292,78]","[294,304]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
440,73,"[2,2,0,1]",0,3,e0,e3,20,"[0,2,0,2]","[292,79]","[295,296]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
441,73,"[2,2,0,1]",1,2,e1,e2,58,"[2,0,1,1]","[293,222]","[294,305]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
442,73,"[2,2,0,1]",1,3,e1,e3,56,"[2,0,0,2]","[293,223]","[295,297]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
443,73,"[2,2,0,1]",2,3,e2,e3,77,"[2,2,1,2]","[294,307]","[295,298]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
444,74,"[2,2,0,2]",0,1,e0,e1,2,"[0,0,0,2]","[296,81]","[297,224]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
445,74,"[2,2,0,2]",0,2,e0,e2,23,"[0,2,1,2]","[296,82]","[298,308]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
446,74,"[2,2,0,2]",0,3,e0,e3,18,"[0,2,0,0]","[296,83]","[299,288]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
447,74,"[2,2,0,2]",1,2,e1,e2,59,"[2,0,1,2]","[297,226]","[298,309]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
448,74,"[2,2,0,2]",1,3,e1,e3,54,"[2,0,0,0]","[297,227]","[299,289]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
449,74,"[2,2,0,2]",2,3,e2,e3,75,"[2,2,1,0]","[298,311]","[299,290]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
450,75,"[2,2,1,0]",0,1,e0,e1,3,"[0,0,1,0]","[300,85]","[301,228]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
451,75,"[2,2,1,0]",0,2,e0,e2,24,"[0,2,2,0]","[300,86]","[302,312]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
452,75,"[2,2,1,0]",0,3,e0,e3,22,"[0,2,1,1]","[300,87]","[303,304]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
453,75,"[2,2,1,0]",1,2,e1,e2,60,"[2,0,2,0]","[301,230]","[302,313]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
454,75,"[2,2,1,0]",1,3,e1,e3,58,"[2,0,1,1]","[301,231]","[303,305]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
455,75,"[2,2,1,0]",2,3,e2,e3,79,"[2,2,2,1]","[302,315]","[303,306]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
456,76,"[2,2,1,1]",0,1,e0,e1,4,"[0,0,1,1]","[304,89]","[305,232]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
457,76,"[2,2,1,1]",0,2,e0,e2,25,"[0,2,2,1]","[304,90]","[306,316]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
458,76,"[2,2,1,1]",0,3,e0,e3,23,"[0,2,1,2]","[304,91]","[307,308]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
459,76,"[2,2,1,1]",1,2,e1,e2,61,"[2,0,2,1]","[305,234]","[306,317]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
460,76,"[2,2,1,1]",1,3,e1,e3,59,"[2,0,1,2]","[305,235]","[307,309]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
461,76,"[2,2,1,1]",2,3,e2,e3,80,"[2,2,2,2]","[306,319]","[307,310]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
462,77,"[2,2,1,2]",0,1,e0,e1,5,"[0,0,1,2]","[308,93]","[309,236]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
463,77,"[2,2,1,2]",0,2,e0,e2,26,"[0,2,2,2]","[308,94]","[310,320]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
464,77,"[2,2,1,2]",0,3,e0,e3,21,"[0,2,1,0]","[308,95]","[311,300]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
465,77,"[2,2,1,2]",1,2,e1,e2,62,"[2,0,2,2]","[309,238]","[310,321]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
466,77,"[2,2,1,2]",1,3,e1,e3,57,"[2,0,1,0]","[309,239]","[311,301]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
467,77,"[2,2,1,2]",2,3,e2,e3,78,"[2,2,2,0]","[310,323]","[311,302]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
468,78,"[2,2,2,0]",0,1,e0,e1,6,"[0,0,2,0]","[312,97]","[313,240]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
469,78,"[2,2,2,0]",0,2,e0,e2,18,"[0,2,0,0]","[312,98]","[314,288]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
470,78,"[2,2,2,0]",0,3,e0,e3,25,"[0,2,2,1]","[312,99]","[315,316]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
471,78,"[2,2,2,0]",1,2,e1,e2,54,"[2,0,0,0]","[313,242]","[314,289]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
472,78,"[2,2,2,0]",1,3,e1,e3,61,"[2,0,2,1]","[313,243]","[315,317]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
473,78,"[2,2,2,0]",2,3,e2,e3,73,"[2,2,0,1]","[314,291]","[315,318]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
474,79,"[2,2,2,1]",0,1,e0,e1,7,"[0,0,2,1]","[316,101]","[317,244]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
475,79,"[2,2,2,1]",0,2,e0,e2,19,"[0,2,0,1]","[316,102]","[318,292]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
476,79,"[2,2,2,1]",0,3,e0,e3,26,"[0,2,2,2]","[316,103]","[319,320]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
477,79,"[2,2,2,1]",1,2,e1,e2,55,"[2,0,0,1]","[317,246]","[318,293]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
478,79,"[2,2,2,1]",1,3,e1,e3,62,"[2,0,2,2]","[317,247]","[319,321]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
479,79,"[2,2,2,1]",2,3,e2,e3,74,"[2,2,0,2]","[318,295]","[319,322]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
480,80,"[2,2,2,2]",0,1,e0,e1,8,"[0,0,2,2]","[320,105]","[321,248]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
481,80,"[2,2,2,2]",0,2,e0,e2,20,"[0,2,0,2]","[320,106]","[322,296]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
482,80,"[2,2,2,2]",0,3,e0,e3,24,"[0,2,2,0]","[320,107]","[323,312]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
483,80,"[2,2,2,2]",1,2,e1,e2,56,"[2,0,0,2]","[321,250]","[322,297]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
484,80,"[2,2,2,2]",1,3,e1,e3,60,"[2,0,2,0]","[321,251]","[323,313]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
485,80,"[2,2,2,2]",2,3,e2,e3,72,"[2,2,0,0]","[322,299]","[323,314]",True,False,False,False,False,OPEN_COMMON_BASIS_COMPOSITIONS_NOT_EMITTED
