edge_job_id,source_K_index,target_K_index,source_K_exponents,target_K_exponents,generator_index,generator,generator_exponents,generator_artifact_loaded,support_ids_bound,support_binding_count,support_bindings_sha256,ready_for_common_basis_rebase,common_basis_rebased,numeric_edge_matrix_emitted,edge_chain_map_certified,status
215,53,51,"[1,2,2,2]","[1,2,2,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
216,54,0,"[2,0,0,0]","[0,0,0,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
217,54,63,"[2,0,0,0]","[2,1,0,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
218,54,57,"[2,0,0,0]","[2,0,1,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
219,54,55,"[2,0,0,0]","[2,0,0,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
220,55,1,"[2,0,0,1]","[0,0,0,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
221,55,64,"[2,0,0,1]","[2,1,0,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
222,55,58,"[2,0,0,1]","[2,0,1,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
223,55,56,"[2,0,0,1]","[2,0,0,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
224,56,2,"[2,0,0,2]","[0,0,0,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
225,56,65,"[2,0,0,2]","[2,1,0,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
226,56,59,"[2,0,0,2]","[2,0,1,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
227,56,54,"[2,0,0,2]","[2,0,0,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
228,57,3,"[2,0,1,0]","[0,0,1,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
229,57,66,"[2,0,1,0]","[2,1,1,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
230,57,60,"[2,0,1,0]","[2,0,2,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
231,57,58,"[2,0,1,0]","[2,0,1,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
232,58,4,"[2,0,1,1]","[0,0,1,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
233,58,67,"[2,0,1,1]","[2,1,1,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
234,58,61,"[2,0,1,1]","[2,0,2,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
235,58,59,"[2,0,1,1]","[2,0,1,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
236,59,5,"[2,0,1,2]","[0,0,1,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
237,59,68,"[2,0,1,2]","[2,1,1,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
238,59,62,"[2,0,1,2]","[2,0,2,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
239,59,57,"[2,0,1,2]","[2,0,1,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
240,60,6,"[2,0,2,0]","[0,0,2,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
241,60,69,"[2,0,2,0]","[2,1,2,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
242,60,54,"[2,0,2,0]","[2,0,0,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
243,60,61,"[2,0,2,0]","[2,0,2,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
244,61,7,"[2,0,2,1]","[0,0,2,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
245,61,70,"[2,0,2,1]","[2,1,2,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
246,61,55,"[2,0,2,1]","[2,0,0,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
247,61,62,"[2,0,2,1]","[2,0,2,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
248,62,8,"[2,0,2,2]","[0,0,2,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
249,62,71,"[2,0,2,2]","[2,1,2,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
250,62,56,"[2,0,2,2]","[2,0,0,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
251,62,60,"[2,0,2,2]","[2,0,2,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
252,63,9,"[2,1,0,0]","[0,1,0,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
253,63,72,"[2,1,0,0]","[2,2,0,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
254,63,66,"[2,1,0,0]","[2,1,1,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
255,63,64,"[2,1,0,0]","[2,1,0,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
256,64,10,"[2,1,0,1]","[0,1,0,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
257,64,73,"[2,1,0,1]","[2,2,0,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
258,64,67,"[2,1,0,1]","[2,1,1,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
259,64,65,"[2,1,0,1]","[2,1,0,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
260,65,11,"[2,1,0,2]","[0,1,0,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
261,65,74,"[2,1,0,2]","[2,2,0,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
262,65,68,"[2,1,0,2]","[2,1,1,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
263,65,63,"[2,1,0,2]","[2,1,0,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
264,66,12,"[2,1,1,0]","[0,1,1,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
265,66,75,"[2,1,1,0]","[2,2,1,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
266,66,69,"[2,1,1,0]","[2,1,2,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
267,66,67,"[2,1,1,0]","[2,1,1,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
268,67,13,"[2,1,1,1]","[0,1,1,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
269,67,76,"[2,1,1,1]","[2,2,1,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
270,67,70,"[2,1,1,1]","[2,1,2,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
271,67,68,"[2,1,1,1]","[2,1,1,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
272,68,14,"[2,1,1,2]","[0,1,1,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
273,68,77,"[2,1,1,2]","[2,2,1,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
274,68,71,"[2,1,1,2]","[2,1,2,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
275,68,66,"[2,1,1,2]","[2,1,1,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
276,69,15,"[2,1,2,0]","[0,1,2,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
277,69,78,"[2,1,2,0]","[2,2,2,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
278,69,63,"[2,1,2,0]","[2,1,0,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
279,69,70,"[2,1,2,0]","[2,1,2,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
280,70,16,"[2,1,2,1]","[0,1,2,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
281,70,79,"[2,1,2,1]","[2,2,2,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
282,70,64,"[2,1,2,1]","[2,1,0,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
283,70,71,"[2,1,2,1]","[2,1,2,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
284,71,17,"[2,1,2,2]","[0,1,2,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
285,71,80,"[2,1,2,2]","[2,2,2,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
286,71,65,"[2,1,2,2]","[2,1,0,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
287,71,69,"[2,1,2,2]","[2,1,2,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
288,72,18,"[2,2,0,0]","[0,2,0,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
289,72,54,"[2,2,0,0]","[2,0,0,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
290,72,75,"[2,2,0,0]","[2,2,1,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
291,72,73,"[2,2,0,0]","[2,2,0,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
292,73,19,"[2,2,0,1]","[0,2,0,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
293,73,55,"[2,2,0,1]","[2,0,0,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
294,73,76,"[2,2,0,1]","[2,2,1,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
295,73,74,"[2,2,0,1]","[2,2,0,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
296,74,20,"[2,2,0,2]","[0,2,0,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
297,74,56,"[2,2,0,2]","[2,0,0,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
298,74,77,"[2,2,0,2]","[2,2,1,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
299,74,72,"[2,2,0,2]","[2,2,0,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
300,75,21,"[2,2,1,0]","[0,2,1,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
301,75,57,"[2,2,1,0]","[2,0,1,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
302,75,78,"[2,2,1,0]","[2,2,2,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
303,75,76,"[2,2,1,0]","[2,2,1,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
304,76,22,"[2,2,1,1]","[0,2,1,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
305,76,58,"[2,2,1,1]","[2,0,1,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
306,76,79,"[2,2,1,1]","[2,2,2,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
307,76,77,"[2,2,1,1]","[2,2,1,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
308,77,23,"[2,2,1,2]","[0,2,1,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
309,77,59,"[2,2,1,2]","[2,0,1,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
310,77,80,"[2,2,1,2]","[2,2,2,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
311,77,75,"[2,2,1,2]","[2,2,1,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
312,78,24,"[2,2,2,0]","[0,2,2,0]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
313,78,60,"[2,2,2,0]","[2,0,2,0]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
314,78,72,"[2,2,2,0]","[2,2,0,0]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
315,78,79,"[2,2,2,0]","[2,2,2,1]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
316,79,25,"[2,2,2,1]","[0,2,2,1]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
317,79,61,"[2,2,2,1]","[2,0,2,1]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
318,79,73,"[2,2,2,1]","[2,2,0,1]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
319,79,80,"[2,2,2,1]","[2,2,2,2]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
320,80,26,"[2,2,2,2]","[0,2,2,2]",0,e0,"[1,0,0,0]",True,True,35,b7ea8a47735070e051ae13dc06dd78501013e2ce4045c1ae90a66ac227ac926b,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
321,80,62,"[2,2,2,2]","[2,0,2,2]",1,e1,"[0,1,0,0]",True,True,31,f6db9f775c5b258e2c4a9c624d5b8b292a73dbba30ee0f995096b83b66891e18,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
322,80,74,"[2,2,2,2]","[2,2,0,2]",2,e2,"[0,0,1,0]",True,True,35,3cd8a385a41f7fb8802d9ae5519c1f7fd5f56f5a135760d3eb736a0e99668cad,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
323,80,78,"[2,2,2,2]","[2,2,2,0]",3,e3,"[0,0,0,1]",True,True,32,8811065f860d540884283b3fecf5de8bf39cf696480bf15708aada275b512658,True,False,False,False,READY_FOR_COMMON_BASIS_REBASE
